City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
699,San Andres,CO,12.5847,-81.7006,80.62,74,20,9.22,few clouds
700,Linxia,CN,35.6003,103.2064,20.26,70,80,1.5,broken clouds
701,Lima,PE,-12.0432,-77.0282,70.9,80,0,11.5,clear sky
702,Agadez,NE,19.75,10.25,48.6,33,0,10.2,clear sky
703,Darhan,MN,49.4867,105.9228,-2.52,89,22,3.96,few clouds
704,Chokwe,MZ,-24.5333,32.9833,75.31,78,0,5.06,clear sky
705,Sao Jose Do Egito,BR,-7.4789,-37.2744,72.25,74,100,9.08,overcast clouds
706,Laki,BG,41.85,24.8167,23.16,89,36,4.88,scattered clouds
707,Nogliki,RU,51.8333,143.1667,6.96,92,100,19.93,light snow
708,Yairipok,IN,24.6667,94.0667,61.38,56,30,1.45,scattered clouds
709,Jaicos,BR,-7.3592,-41.1378,79.43,54,99,4.52,overcast clouds
710,Flin Flon,CA,54.7682,-101.865,-18.33,97,31,5.57,scattered clouds
711,Balangbalang,PH,9.0569,125.6228,74.1,97,100,3.76,heavy intensity rain
